"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","464","validate, delete button is not visible & not exist","","Mon Mar 16 04:28:01 UTC 2026","passed","Mon Mar 16 04:28:01 UTC 2026","","Add Remove Elements","",""
"","243","validate, hearder text and ab testing header text","","Mon Mar 16 04:27:58 UTC 2026","passed","Mon Mar 16 04:27:58 UTC 2026","","A/B Testing","",""
"","685","validate, add element button is visible","","Mon Mar 16 04:28:00 UTC 2026","passed","Mon Mar 16 04:28:00 UTC 2026","","Add Remove Elements","",""
"","390","validate, delete button is visible & exist","","Mon Mar 16 04:28:00 UTC 2026","passed","Mon Mar 16 04:28:01 UTC 2026","","Add Remove Elements","",""
"","962","validate, login successful text","","Mon Mar 16 04:28:04 UTC 2026","passed","Mon Mar 16 04:28:04 UTC 2026","","Form Authentication","",""
